objid,ra,dec,u,g,r,i,z,field,specobjid,class,redshift,plate,mjd,fiberid
1.23765E+18,100.6143879,-0.038210777,15.75731,14.43029,15.57371,18.87903,14.08257,165,8.17197E+18,STAR,7.01E-05,7258,56605,688
1.23765E+18,100.7102645,0.104737161,16.78061,16.36617,15.57695,15.81089,12.96848,165,8.17197E+18,STAR,0.000206655,7258,56605,700
1.23765E+18,100.836818,0.122643712,15.65379,15.32446,15.4311,14.76341,13.62571,166,8.17198E+18,STAR,-3.84E-05,7258,56605,726
1.23765E+18,100.8794126,0.148629448,17.43114,15.08458,13.35233,15.72374,13.07884,166,8.17199E+18,STAR,0.000222784,7258,56605,763
1.23765E+18,101.0372254,-0.002455905,15.14826,14.32972,13.88264,13.81357,13.83654,167,8.17199E+18,STAR,0.000157123,7258,56605,770
1.23765E+18,101.1505385,-0.032009493,15.31121,15.58514,15.32141,14.83198,13.55994,168,8.172E+18,STAR,-1.52E-05,7258,56605,810
1.23765E+18,101.3285904,-0.022630597,15.65786,14.27966,14.84861,14.23019,14.25905,169,8.17201E+18,STAR,9.50E-05,7258,56605,848
1.23765E+18,101.274437,-0.022958274,16.05087,15.7844,15.45802,14.58652,13.85625,169,8.17201E+18,STAR,0.000317738,7258,56605,846
1.23765E+18,101.4218297,0.015352424,17.58609,14.97577,15.29177,16.38486,12.7471,170,8.17201E+18,STAR,3.92E-05,7258,56605,847
1.23765E+18,101.5592048,0.127005824,15.11872,15.44588,15.55401,15.07876,13.54368,171,8.17203E+18,STAR,-3.56E-05,7258,56605,889
1.23765E+18,101.5644025,-0.022429267,19.28275,16.66011,15.31736,14.62873,14.16197,171,8.17203E+18,STAR,0.000226916,7258,56605,891
1.23765E+18,101.7997652,0.010000769,17.75495,15.35763,13.92357,13.31815,12.8258,173,8.17203E+18,STAR,0.000110201,7258,56605,921
1.23765E+18,102.136791,0.086719498,17.38964,15.36965,14.61518,14.33391,14.13852,175,8.17204E+18,STAR,-2.06E-05,7258,56605,948
1.23765E+18,102.1715623,0.153276388,16.54063,14.79022,11.572,14.16948,13.96842,175,8.17205E+18,STAR,0.00012209,7258,56605,988
1.23765E+18,102.2022345,0.001372222,16.13739,15.40589,15.51279,14.90951,14.09133,175,8.17205E+18,STAR,7.52E-05,7258,56605,993
1.23765E+18,102.3455188,0.121781533,15.11334,12.77489,12.6297,14.59365,13.56904,176,8.17205E+18,STAR,-7.17E-06,7258,56605,992
1.23765E+18,99.986277,0.430073008,19.44348,16.86663,15.4965,14.85648,14.3921,160,8.17193E+18,STAR,0.000232063,7258,56605,550
1.23765E+18,100.0694531,0.425701226,15.16817,13.04744,12.80175,12.70708,13.73162,161,8.17193E+18,STAR,0.000105367,7258,56605,554
1.23765E+18,100.0748246,0.483533013,16.38723,14.97587,14.47678,16.6176,14.12953,161,8.17193E+18,STAR,5.62E-05,7258,56605,553
1.23765E+18,100.1196831,0.444533315,17.27518,15.68627,14.95837,15.42455,14.44965,161,8.17195E+18,STAR,0.000113579,7258,56605,600
1.23765E+18,100.4216293,0.518479595,17.44302,15.92265,16.3988,13.72931,14.37464,163,8.17195E+18,STAR,0.000122864,7258,56605,625
1.23765E+18,100.4343483,0.462820331,16.53706,16.55868,15.77137,15.64456,13.9369,163,8.17195E+18,STAR,0.000152401,7258,56605,627
1.23765E+18,100.5034946,0.5607016,17.87066,15.69092,14.2522,16.85826,13.4805,164,8.17197E+18,STAR,0.000110055,7258,56605,673
1.23765E+18,100.5083228,0.464255791,17.03595,15.31208,14.65158,21.53497,14.30346,164,8.17197E+18,STAR,6.45E-05,7258,56605,672
1.23765E+18,100.5132127,0.521192881,19.26925,16.70125,15.37627,14.75687,14.31962,164,8.17197E+18,STAR,0.000140808,7258,56605,675
1.23765E+18,100.5995385,0.405575092,16.77748,15.27387,14.71788,14.81829,14.30419,165,8.17197E+18,STAR,8.91E-05,7258,56605,678
1.23765E+18,100.6088824,0.587416542,18.03065,15.71204,15.71425,16.08164,13.54783,165,8.17197E+18,STAR,1.23E-05,7258,56605,669
1.23765E+18,100.6983404,0.405686585,15.5118,13.40196,15.20846,12.71374,13.33558,165,8.17198E+18,STAR,6.69E-06,7258,56605,719
1.23765E+18,100.7230651,0.450309436,17.95054,15.78527,15.55663,14.30311,13.68287,165,8.17198E+18,STAR,8.78E-05,7258,56605,716
1.23765E+18,100.7316428,0.396400508,16.87758,15.94895,14.89436,11.84722,11.95651,165,8.17198E+18,STAR,6.26E-05,7258,56605,715
1.23765E+18,100.7765376,0.588992812,15.5205,12.27581,15.20984,12.2455,13.33307,166,8.17198E+18,STAR,-2.05E-05,7258,56605,714
1.23765E+18,100.8765011,0.496789108,14.22763,11.69617,14.56156,15.12409,13.12607,166,8.17199E+18,STAR,-6.58E-05,7258,56605,755
1.23765E+18,100.8963728,0.38152202,17.37839,15.43384,14.32164,16.49301,13.49704,167,8.17199E+18,STAR,-7.44E-05,7258,56605,760
1.23765E+18,100.9107228,0.589816433,14.83332,15.39574,15.1485,15.47842,13.12094,167,8.17199E+18,STAR,-5.54E-05,7258,56605,750
1.23765E+18,100.9258738,0.523377767,16.76641,14.54564,13.16397,12.61672,12.94064,167,8.17199E+18,STAR,0.000189822,7258,56605,753
1.23765E+18,100.9746951,0.505635919,18.87183,16.64862,15.41294,14.79364,14.35271,167,8.17199E+18,STAR,0.000293586,7258,56605,756
1.23765E+18,100.9811461,0.59011881,16.80868,15.52985,13.75638,13.3239,13.3805,167,8.17199E+18,STAR,6.37E-05,7258,56605,751
1.23765E+18,100.9827911,0.486808129,17.85889,15.38055,14.36942,14.06631,13.57455,167,8.17199E+18,STAR,0.000103843,7258,56605,758
1.23765E+18,100.9992638,0.423397598,16.56784,16.33005,15.37508,15.32601,13.11358,167,8.17199E+18,STAR,0.000342633,7258,56605,757
1.23765E+18,101.0234957,0.439671487,16.92677,16.08778,16.73203,15.64717,14.7067,167,8.172E+18,STAR,4.93E-05,7258,56605,799
1.23765E+18,101.175461,0.557238083,17.65579,15.28196,14.74041,17.5364,13.53611,168,8.172E+18,STAR,0.000105239,7258,56605,794
1.23765E+18,101.0428726,0.561803029,16.08845,15.48892,15.53531,15.50713,13.83176,168,8.172E+18,GALAXY,0.1288867,7258,56605,800
1.23765E+18,101.1779964,0.589439631,18.11485,16.52217,15.28679,17.13126,13.31715,168,8.172E+18,STAR,0.00039609,7258,56605,798
1.23765E+18,101.0927955,0.466743775,17.64809,15.64299,14.83597,16.07632,14.40837,168,8.172E+18,STAR,0.000119937,7258,56605,797
1.23765E+18,101.1243532,0.480037535,15.79744,14.76481,15.42387,14.11155,13.93404,168,8.172E+18,STAR,5.77E-05,7258,56605,795
1.23765E+18,101.5208251,0.468977121,15.6249,14.56811,14.01014,14.00982,13.84869,171,8.17202E+18,STAR,8.27E-05,7258,56605,876
1.23765E+18,101.553498,0.498432337,15.38662,12.59393,15.44899,16.42434,13.78285,171,8.17202E+18,STAR,4.50E-05,7258,56605,875
1.23765E+18,101.6499785,0.490096845,15.85963,14.83866,15.29324,13.71094,13.55505,172,8.17203E+18,STAR,9.83E-05,7258,56605,915
1.23765E+18,101.8483697,0.434443415,18.10072,16.48287,15.53084,14.96152,14.51102,173,8.17203E+18,STAR,0.0001359,7258,56605,918
1.23765E+18,101.9100736,0.47582381,14.90133,15.20489,15.48265,15.7495,13.37118,173,8.17205E+18,STAR,-1.46E-05,7258,56605,977
1.23765E+18,101.9416439,0.560980948,15.76684,14.54148,14.01913,13.90458,13.72712,174,8.17205E+18,STAR,-5.09E-05,7258,56605,976
1.23765E+18,101.9464912,0.459765832,16.23665,14.85771,14.28545,14.13367,13.96371,174,8.17205E+18,STAR,4.60E-05,7258,56605,980
1.23765E+18,101.9913264,0.405276548,16.67395,15.42257,16.86504,14.19445,14.37992,174,8.17205E+18,STAR,0.000133607,7258,56605,971
1.23765E+18,102.0166695,0.458705427,18.86538,16.47818,15.33066,14.83393,14.50236,174,8.17205E+18,STAR,0.000117495,7258,56605,969
1.23765E+18,102.0853228,0.5757636,16.14923,14.90123,14.37847,17.16581,13.96621,174,8.17205E+18,STAR,0.000127737,7258,56605,970
1.23765E+18,102.2075423,0.468042581,15.38644,15.44038,13.48919,13.36215,13.45798,175,8.17205E+18,STAR,1.92E-05,7258,56605,982
1.23765E+18,100.2035797,0.819965629,15.42976,12.90839,12.7678,12.79777,13.74283,162,8.17194E+18,STAR,-0.000110755,7258,56605,581
1.23765E+18,100.2883053,0.842961014,16.89735,15.34054,14.75419,14.45128,14.2262,162,8.17195E+18,STAR,-2.75E-06,7258,56605,621
1.23765E+18,100.5161384,0.986938745,17.32357,14.4076,12.54386,11.97452,11.84465,164,8.17196E+18,STAR,0.000262397,7258,56605,663
1.23765E+18,100.5481064,0.871296277,19.28862,16.88878,15.6196,15.03223,14.65618,164,8.17197E+18,STAR,0.000241973,7258,56605,670
1.23765E+18,100.5775388,0.98353601,17.41036,15.94985,14.55322,14.9819,14.71391,164,8.17196E+18,STAR,0.000474,7258,56605,662
1.23765E+18,100.5865977,0.917801534,16.7416,15.60451,16.49618,14.63282,14.38672,164,8.17196E+18,STAR,0.000171896,7258,56605,666
1.23765E+18,100.6346765,0.896531307,17.10013,15.42124,15.87082,14.6468,14.47865,165,8.17198E+18,STAR,8.58E-05,7258,56605,706
1.23765E+18,100.6799269,0.917354413,17.08649,16.26686,12.42589,11.97489,13.8744,165,8.17198E+18,STAR,0.000227041,7258,56605,705
1.23765E+18,100.8013391,0.853048607,16.49076,15.18313,14.61465,14.54413,14.3678,166,8.17197E+18,STAR,9.67E-05,7258,56605,703
1.23765E+18,100.8392463,0.86123958,17.14922,14.50674,12.80267,12.33258,13.69553,166,8.17198E+18,STAR,0.000206353,7258,56605,704
1.23765E+18,100.8850936,0.977439414,18.24422,16.2937,14.21063,14.84362,13.90272,166,8.17199E+18,STAR,0.000206406,7258,56605,743
1.23765E+18,100.9276007,0.85688468,16.60649,15.18706,15.55809,14.3789,14.28242,167,8.17199E+18,STAR,8.16E-06,7258,56605,744
1.23765E+18,100.9334941,0.938619924,17.00585,15.85537,15.12328,14.14083,12.02015,167,8.17199E+18,STAR,0.000210452,7258,56605,742
1.23765E+18,101.0007907,0.838491621,16.45713,13.03469,11.87573,11.51947,11.74678,167,8.17199E+18,STAR,4.80E-05,7258,56605,746
1.23765E+18,101.0532709,0.857437376,17.05618,15.59346,15.94641,14.60695,14.38923,168,8.172E+18,STAR,0.00023642,7258,56605,788
1.23765E+18,101.0866858,0.920576249,16.48662,16.51559,12.82587,15.13518,14.26592,168,8.172E+18,STAR,0.000136611,7258,56605,784
1.23765E+18,101.0794365,0.834836813,18.62137,16.21895,14.99955,14.43162,14.03488,168,8.172E+18,STAR,0.000198579,7258,56605,787
1.23765E+18,101.0943342,0.999610609,17.97859,15.96762,16.20336,14.22344,13.73208,168,8.172E+18,STAR,0.000284638,7258,56605,782
1.23765E+18,101.2269364,0.9311498,17.76315,15.70236,13.61485,14.50574,13.54961,169,8.17201E+18,STAR,0.000296004,7258,56605,825
1.23765E+18,101.259417,0.914224687,18.73403,16.31777,16.2157,14.32022,13.83862,169,8.17201E+18,STAR,6.78E-05,7258,56605,826
1.23765E+18,101.2961558,0.999041823,17.74339,15.83632,13.76373,13.21928,13.70234,169,8.17202E+18,STAR,0.000316058,7258,56605,863
1.23765E+18,101.297755,0.978475333,18.30011,16.39928,16.29603,15.13061,14.11489,169,8.17202E+18,STAR,1.64E-05,7258,56605,865
1.23765E+18,101.3057021,0.845800372,14.97046,12.958,12.58538,12.5726,13.31159,169,8.17201E+18,STAR,1.16E-05,7258,56605,828
1.23765E+18,101.3357816,0.888614289,16.47939,14.99397,13.98696,15.41708,13.70581,169,8.17202E+18,STAR,0.000155957,7258,56605,868
1.23765E+18,101.2389198,0.994978598,19.35255,16.86284,15.45628,14.73666,14.22962,169,8.17201E+18,STAR,0.000172426,7258,56605,824
1.23765E+18,101.3475714,0.810727438,16.78295,15.08749,15.52118,13.33623,13.18111,170,8.17202E+18,STAR,0.00017974,7258,56605,870
1.23765E+18,101.3554638,0.846973865,15.60598,14.97628,13.53735,15.6646,13.634,170,8.17202E+18,STAR,0.000237474,7258,56605,867
1.23765E+18,101.6648406,0.896847715,16.17565,15.043,14.67894,14.40544,14.25099,172,8.17203E+18,STAR,0.000149959,7258,56605,905
1.23765E+18,79.89269584,1.328188024,17.69596,16.55805,16.09452,15.91371,15.85574,26,8.17529E+18,STAR,1.32E-06,7261,56603,492
1.23765E+18,79.92843142,1.420409522,16.90407,15.74499,15.38161,15.24726,15.2006,26,8.17529E+18,STAR,0.000130626,7261,56603,487
1.23765E+18,80.11949021,1.319646897,19.04743,16.87117,15.78699,15.31259,14.93369,28,8.17529E+18,GALAXY,0.0877929,7261,56603,472
1.23765E+18,80.24191477,1.325713164,18.84373,17.72048,17.28839,16.99691,16.84802,29,8.17528E+18,GALAXY,0.05080637,7261,56603,429
1.23765E+18,80.42413554,1.424553415,16.61926,15.64471,15.23452,15.05718,14.98077,30,8.17527E+18,STAR,-0.000585802,7261,56603,390
1.23765E+18,80.84232912,1.31032354,18.55985,17.54101,17.15658,17.02263,16.91597,33,8.17525E+18,STAR,0.001161695,7261,56603,313
1.23765E+18,81.0875393,1.275481166,19.58661,18.57702,18.21222,18.01297,17.91696,34,8.17523E+18,STAR,0.000292265,7261,56603,262
1.23765E+18,81.24123012,1.341739051,19.04549,16.83736,15.97689,15.69523,15.54225,35,8.17523E+18,STAR,-0.000117271,7261,56603,263
1.23765E+18,81.2695307,1.347490185,18.19227,17.50395,16.2948,15.1496,14.34374,35,8.17522E+18,STAR,0.000184585,7261,56603,223
1.23765E+18,81.50152846,1.369517473,19.17474,17.36538,16.65999,16.40145,16.26561,37,8.17521E+18,STAR,-7.55E-06,7261,56603,182
1.23765E+18,93.73093352,1.263015008,17.33677,16.34635,16.19969,16.21041,16.1905,119,1.4176E+18,STAR,0.000227829,1259,52931,338
1.23765E+18,93.74268511,1.285124959,18.03653,16.37722,15.61594,15.33171,15.13681,119,1.4176E+18,STAR,-2.78E-05,1259,52931,324
1.23765E+18,93.84322371,1.326219247,18.11923,16.53765,16.26839,16.21648,16.11358,119,1.4176E+18,STAR,9.91E-05,1259,52931,340
1.23765E+18,93.84953697,1.362402054,17.04288,15.55558,15.34736,15.33453,15.26901,119,1.4176E+18,STAR,0.000168041,1259,52931,323
1.23765E+18,93.79730025,1.291446992,19.33385,17.75934,16.98825,16.66021,16.39917,119,1.4176E+18,STAR,0.000173922,1259,52931,336
1.23765E+18,93.88716395,1.305924483,16.52087,15.72976,15.52155,15.38462,15.43767,120,1.41762E+18,GALAXY,0,1259,52931,420
1.23765E+18,93.89775465,1.365041112,17.19201,15.63428,15.28793,15.08548,15.08758,120,1.4176E+18,STAR,0.000162734,1259,52931,351
1.23765E+18,93.89949909,1.407202043,17.52972,16.12791,15.89448,15.75382,15.75939,120,1.41761E+18,STAR,0.000188288,1259,52931,353
1.23765E+18,93.97250844,1.299208628,17.35151,15.87294,15.11672,14.76085,14.68706,120,1.4176E+18,STAR,7.33E-05,1259,52931,327
1.23765E+18,93.99799265,1.296084496,18.90365,17.3886,17.1086,16.93149,16.92322,120,1.4176E+18,STAR,0.000151349,1259,52931,348
1.23765E+18,93.93045538,1.349872832,19.21443,17.38277,16.1728,15.41221,15.02996,120,1.41761E+18,STAR,-4.94E-05,1259,52931,359
1.23765E+18,94.02870835,1.381364044,18.6198,16.83763,16.01165,15.67761,15.48659,121,1.4176E+18,STAR,-0.000182416,1259,52931,345
1.23765E+18,94.04443794,1.31246388,17.57671,16.08218,15.85972,15.81323,15.75961,121,1.41761E+18,STAR,0.000157733,1259,52931,355
1.23765E+18,94.07874973,1.26597742,17.16191,15.57382,15.18529,15.04627,14.98732,121,1.41761E+18,STAR,3.74E-05,1259,52931,369
1.23765E+18,94.09626831,1.27922903,18.63446,17.00677,16.63997,16.53359,16.45343,121,1.41761E+18,STAR,0.000123701,1259,52931,367
1.23765E+18,94.27687449,1.283559715,18.45468,17.09247,16.39724,16.31796,16.19844,122,1.4176E+18,STAR,0.000241744,1259,52931,349
1.23765E+18,94.30631092,1.272830317,18.8491,17.09299,16.27783,15.94397,15.72985,122,1.41761E+18,STAR,5.84E-05,1259,52931,364
1.23765E+18,94.33355328,1.406136899,18.63945,17.15341,16.73849,16.55766,16.44927,123,1.4176E+18,STAR,8.59E-05,1259,52931,344
1.23765E+18,94.32123769,1.385887634,17.29658,15.79644,15.4267,15.28705,15.22184,123,1.4176E+18,STAR,0.00010763,1259,52931,346
1.23765E+18,94.33952428,1.359551351,16.45487,15.41446,15.30523,15.30373,15.31077,123,1.41761E+18,STAR,0.000164221,1259,52931,357
1.23765E+18,94.34086071,1.301698999,18.18623,16.65819,16.35208,16.23272,16.17879,123,1.4176E+18,STAR,0.000104421,1259,52931,341
1.23765E+18,94.36828003,1.362286284,17.13209,15.66285,15.28057,15.14163,15.09227,123,1.41761E+18,STAR,0.000137721,1259,52931,354
1.23765E+18,94.36169855,1.328575208,18.92754,17.41997,17.20492,17.12405,17.07906,123,1.4176E+18,STAR,0.000244573,1259,52931,342
1.23765E+18,94.38744315,1.376868795,18.81245,17.24694,16.83948,16.64682,16.54517,123,1.4176E+18,STAR,0.000148234,1259,52931,347
1.23765E+18,94.39751854,1.392579597,18.89091,17.35112,16.97392,16.79722,16.71373,123,1.41762E+18,STAR,0.000193492,1259,52931,391
1.23765E+18,94.40864625,1.362105848,18.97211,17.45599,17.12911,16.98712,16.92596,123,1.41762E+18,STAR,0.000100625,1259,52931,398
1.23765E+18,94.42456579,1.418851279,18.56812,17.05514,16.76553,16.65936,16.60282,123,1.41761E+18,STAR,0.000134156,1259,52931,388
1.23765E+18,94.43450995,1.354024916,18.75201,17.30795,16.63718,16.32817,16.18912,123,1.41762E+18,STAR,0.000183077,1259,52931,400
1.23765E+18,94.44923806,1.257349115,18.39314,16.86475,16.4813,16.33212,16.23079,123,1.41761E+18,STAR,0.000136647,1259,52931,363
1.23765E+18,94.46162198,1.274025235,18.28359,16.0446,15.00987,14.6009,14.35472,124,1.41762E+18,STAR,0.000141085,1259,52931,399
